Gene name,Gene name2,Gene Synonym 0,Gene Synonym 1,Gene Synonym 2,Gene Synonym 3,Gene Synonym 4,Gene Synonym 5,Gene Synonym 6,Gene Synonym 7,Gene Synonym 8,Gene Synonym 9,Gene Synonym 10,Gene Synonym 11,Gene Synonym 12,Gene Synonym 13,Gene Synonym 14,Gene Synonym 15,Gene Synonym 16,Gene Synonym 17,Gene Synonym 18,Gene Synonym 19,Gene Synonym 20,Gene Synonym 21,Gene Synonym 22,Gene Synonym 23,Gene Synonym 24,Gene Synonym 25,Gene Synonym 26,Gene Synonym 27,Gene Synonym 28,Gene Synonym 29,Gene Synonym 30,Gene Synonym 31
GRK6,,GPRK6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRK6P1,,GRK6PS,GPRK6P,GPRK6L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRK7,,GPRK7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRM1,,PPP1R85,MGLUR1,mGlu1,GPRC1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRM2,,MGLUR2,mGlu2,GPRC1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRM3,,MGLUR3,mGlu3,GPRC1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRM3-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRM4,,MGLUR4,mGlu4,GPRC1D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRM5,,PPP1R86,MGLUR5,mGlu5,GPRC1E,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRM5-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRM5P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRM6,,MGLUR6,mGlu6,GPRC1F,CSNB1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRM7,,PPP1R87,MGLUR7,mGlu7,GPRC1G,GLUR7,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRM7-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRM7-AS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRM7-AS3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRM8,,MGLUR8,mGlu8,GPRC1H,GLUR8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRM8-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRN,,PGRN,PCDGF,CLN11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRPEL1,,hMGE,GrpE,FLJ25609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRPEL2,,Mt-GrpE#2,FLJ23713,DKFZp451C205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRPEL2-AS1,,RP11-394O4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRPEL2P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRPEL2P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRPEL2P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRPR,,BRS2,BB2R,BB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRSF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRTP1,,TBC1D6,FLJ22474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRTP1-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRWD1,,WDR28,RRB1,GRWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRXCR1,,PPP1R88,DFNB25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRXCR2,,DFNB101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS1-24F4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS1-279B7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS1-594A7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS1-600G8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSAP,,PION,LOC54103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSC2,,GSCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSDMA,,GSDM1,GSDM,FLJ39120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSDMB,,PRO2521,GSDML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSDMC,,MLZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSDMD,,GSDMDC1,FLJ12150,DF5L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSDME,,ICERE-1,DFNA5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE1,,KIAA0182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSEC,,ST3GAL4-AS1,FLJ39051,DCPS-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSG1,,MGC3146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSG1L,,PRO19651,MGC18079,KTSR5831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSG1L2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSK3A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSK3B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSK3B-DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSKIP,,C14orf129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSN,,DKFZp313L0718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSN-AS1,,MOST2,C9orf31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSPT1,,GST1,ETF3A,eRF3a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSPT2,,FLJ10441,eRF3b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSTA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSTA10P,,GSTAP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSTA11P,,GSTAP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSTA12P,,GSTAP5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSTA2,,GST2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSTA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSTA4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSTA5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSTA6P,,GSTAP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSTA7P,,GSTAP6,GSTAP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSTA8P,,GSTAP7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSTA9P,,GSTAP4,GSTA4P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSTCD,,FLJ13273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSTCD-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSTK1,,GST13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSTM1,,MU,H-B,GST1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSTM2,,GST4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSTM2P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSTM3,,GST5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSTM3P1,,GSTM3P,dJ984P4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSTM3P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSTM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSTM5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSTM5P1,,GSTM1L,GST1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSTO1,,P28,GSTTLp28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSTO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSTO3P,,GSTO3P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSTP1,,GSTP,GST3,FAEES3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSTP1P1,,Lnc712,GSTPP,GSTPL,GSTP1P,GST3L,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSTT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSTT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSTT2B,,GSTT2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSTT3P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSTT4,,HS322B1A,GSTTP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSTZ1,,MAI,MAAI,GSTZ1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSX1,,GSH1,Gsh-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSX2,,Gsh2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTDC1,,Hmat-Xa,FLJ11753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2A1,,TFIIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2A1-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2A1L,,ALF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2A2,,TFIIA,HsT18745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2B,,TFIIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2E1,,TFIIE-A,FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2E2,,TFIIE-B,TF2E2,FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2F1,,TFIIF,TF2F1,RAP74,BTF4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2F2,,TFIIF,RAP30,BTF4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2F2P1,,TFIIF,GTF2F2L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2F2P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2H1,,TFIIH,P62,BTF2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2H2,,TFIIH,T-BTF2P44,p44,BTF2P44,BTF2,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2H2B,,DKFZP686M0199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2H2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2H2C_2,,LOC730394,GTF2H2D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2H3,,TFIIH,P34,BTF2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2H4,,TFIIH,TFB2,P52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2H5,,TTDA,TTD-A,TTD,TFIIH,TFB5,FLJ30544,C6orf175,bA120J8.2,,,,,,,,,,,,,,,,,,,,,,,,
GTF2I,,WBSCR6,TFII-I,SPIN,IB291,DIWS,BTKAP1,BAP-135,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2I-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2IP1,,WBSCR7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2IP11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2IP12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2IP13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2IP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2IP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2IP20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2IP22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2IP23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2IP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2IP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2IP5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2IP6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2IP7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2IP8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2IP9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2IRD1,,WBSCR12,WBSCR11,RBAP2,MusTRD1,GTF3,Cream1,BEN,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2IRD1P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2IRD2,,GTF2IRD2A,FLJ37938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2IRD2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2IRD2P1,,GTF2IRD2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF3A,,TFIIIA,AP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF3AP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF3AP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF3AP5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF3AP6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF3C1,,TFIIIC220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF3C2,,TFIIIC110,KIAA0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF3C2-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF3C2-AS2,,AC074117.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF3C3,,TFiiiC2-102,TFIIIC102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF3C4,,TFIIIC90,KAT12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF3C5,,TFIIICepsilon,TFIIIC63,TFiiiC2-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF3C6,,TFIIIC35,C6orf51,bA397G5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF3C6P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF3C6P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF3C6P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTPBP1,,HSPC018,GP-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTPBP10,,OBGH2,FLJ38242,DKFZP686A10121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTPBP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTPBP3,,THDF1,MTGP1,MSS1,GTPBG3,FLJ14700,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTPBP4,,NOG1,NGB,FLJ10690,FLJ10686,CRFG,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTPBP6,,PGPL,FLJ20977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTPBP8,,HSPC135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTSCR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTSE1,,Lnc_bc060912,GTSE-1,B99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTSE1-DT,,GTSE1-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTSF1,,FLJ32942,FAM112B,Cue110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTSF1L,,FAM112A,dJ1028D15.4,C20orf65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUCA1A,,GUCA1,GUCA,GCAP1,GCAP,dJ139D8.6,CORD14,COD3,C6orf131,,,,,,,,,,,,,,,,,,,,,,,,
GUCA1ANB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUCA1B,,RP48,GCAP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUCA1C,,GCAP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUCA2A,,STARA,GUCA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUCA2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUCD1,,MGC1842,LLN4,C22orf13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUCY1A1,,GUCY1A3,GUC1A3,GC-SA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUCY1A2,,GUC1A2,GC-SA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUCY1B1,,GUCY1B3,GUC1B3,GC-SB3,GC-S-beta-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUCY1B2,,GC-SB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUCY2C,,STAR,GUC2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUCY2C-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUCY2D,,ROS-GC1,RETGC-1,retGC,LCA1,LCA,GUC2D,GUC1A4,CYGD,CORD6,,,,,,,,,,,,,,,,,,,,,,,
GUCY2EP,,GUCY2E,GC-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUCY2F,,ROS-GC2,RetGC-2,GUC2DL,GC-F,CYGF,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUCY2GP,,GUCY2G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUF1,,FLJ13220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GULOP,,scurvy,GULO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GULP1,,GULP,CED6,CED-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUSB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUSBP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUSBP10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUSBP11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUSBP12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUSBP13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUSBP14,,SMA4,SMA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUSBP15,,SMA5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUSBP16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUSBP17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUSBP18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUSBP19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUSBP2,,SMAC3L2,SMAC3L,SMA3-L,GUSBP4,GUSBL1,bGLU-Lp,bA239L20.5,bA239L20.1,b55C20.1,,,,,,,,,,,,,,,,,,,,,,,
GUSBP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUSBP4,,SMAC3L,SMA3-L,GUSBL2,FLJ13549,C6orf216,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUSBP5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUSBP6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUSBP7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUSBP8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUSBP9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVINP1,,VLIG1,VLIG-1,GVIN1P,GVIN1,FLJ13373,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVINP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVQW3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GXYLT1,,GLT8D3,FLJ43151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GXYLT1P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GXYLT1P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GXYLT1P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GXYLT1P4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GXYLT1P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GXYLT1P7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GXYLT2,,GLT8D4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GYG1,,GYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GYG1P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GYG1P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GYG1P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GYG2,,GN-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GYG2-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GYG2P1,,GYG2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GYPA,,MNS,MN,GPA,CD235a,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GYPB,,SS,MNS,GPB,CD235b,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GYPC,,GYPD,GPC,Ge,CD236R,CD236,,,,,,,,,,,,,,,,,,,,,,,,,,,
GYPE,,MNS,GPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GYS1,,GYS,GSY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GYS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GZF1,,ZNF336,ZBTB23,dJ322G13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GZMA,,HFSP,CTLA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GZMAP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GZMB,,SECT,HLP,CTSGL1,CTLA1,CSPB,CSP-B,CGL1,CGL-1,CCPI,,,,,,,,,,,,,,,,,,,,,,,
GZMH,,CTSGL2,CTLA1,CSP-C,CGL-2,CCP-X,,,,,,,,,,,,,,,,,,,,,,,,,,,
GZMK,,TRYP2,PRSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GZMM,,MET1,LMET1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1-0,,H1FV,H1F0,H1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1-1,,HIST1H1A,H1F1,H1a,H1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1-10,,MGC8350,MGC15959,H1X,H1FX,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1-10-AS1,,H1FX-AS1,FLJ34151,C3orf47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1-12P,,HIST1H1PS1,H1F6P,FLJ39701,dJ34B20.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1-2,,HIST1H1C,H1s-1,H1F2,H1c,H1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1-3,,HIST1H1D,H1s-2,H1F3,H1d,H1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1-4,,HIST1H1E,H1s-4,H1F4,H1e,H1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1-5,,HIST1H1B,H1s-3,H1F5,H1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1-6,,HIST1H1T,H1t,H1FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1-7,,HANP1,H1T2,H1FNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1-8,,H1FOO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H19,,NCRNA00008,MIR675HG,LINC00008,D11S813E,ASM1,ASM,,,,,,,,,,,,,,,,,,,,,,,,,,
H1-9P,,HILS1,H1.9,H1-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2AB1,,H2AFB1,H2A.B.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2AB2,,H2AFB2,H2A.B.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2AB3,,H2AFB3,H2AFB,H2A.B.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2AC1,,HIST1H2AA,H2AFR,bA317E16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2AC10P,,pH2A/k,HIST1H2APS4,H2AFKP,H2AFK,dJ34B20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2AC11,,pH2A/f,HIST1H2AG,H2AFP,H2A/p,H2A.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2AC12,,HIST1H2AH,H2AFALii,H2A/S,dJ86C11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2AC13,,HIST1H2AI,H2AFC,H2A/c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2AC14,,HIST1H2AJ,H2AFE,H2A/E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2AC15,,HIST1H2AK,H2AFD,H2A/d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2AC16,,HIST1H2AL,H2AFI,H2A/i,dJ193B12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2AC17,,HIST1H2AM,H2AFN,H2A/n,H2A.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2AC18,,HIST2H2AA3,HIST2H2AA,H2AFO,H2A/q,H2A.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2AC19,,HIST2H2AA4,H2A/r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2AC20,,HIST2H2AC,H2AFQ,H2A/q,H2A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2AC21,,HIST2H2AB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2AC2P,,HIST1H2APS1,H2AFSP,bA317E16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2AC3P,,HIST1H2APS2,H2AFTP,H2A/T,dJ139G21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2AC4,,HIST1H2AB,H2AFM,H2A/m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2AC5P,,pH2A/f,HIST1H2APS5,H2AFFP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2AC6,,HIST1H2AC,H2AFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2AC7,,HIST1H2AD,H2AFG,H2A/g,H2A.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2AC8,,HIST1H2AE,H2AFA,H2A/a,H2A.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
